business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-09866,food,93,high,12,507605.79,410,175,0.682,13,0.5,0.82,357303.61,294,129,0.641,10,0.5,0.55,383113.78,290,145,0.615,9,1.0,2.84,476127.4,295,129,0.499,11,1.5,1.89,452302.47,341,145,0.824,13,1.1,2.06,416034.96,261,177,0.659,15,1.5,0.71
NG-SME-09867,transport,41,high,3,495144.67,140,42,0.986,2,2.1,0.0,779923.23,174,60,0.866,2,2.7,1.45,644970.63,118,40,0.819,1,1.7,1.53,905818.99,161,56,0.719,2,2.0,0.0,776718.5,157,63,0.846,2,1.6,0.91,614609.62,118,45,0.727,2,2.2,1.45
NG-SME-09868,transport,25,high,5,712212.14,218,144,0.903,7,1.1,1.1,833000.84,285,181,0.853,10,1.1,0.0,810373.15,353,220,0.95,8,1.2,1.3,761672.18,237,200,0.982,9,0.5,1.81,650008.49,221,102,0.878,6,0.9,1.83,643448.8,273,159,0.93,9,0.5,1.9
NG-SME-09869,transport,15,high,5,410390.04,218,227,0.854,2,1.4,0.89,527262.71,171,364,0.93,2,2.2,0.88,520660.1,205,331,0.943,2,0.5,0.55,391765.24,180,200,0.912,2,2.2,0.27,405093.98,151,192,0.773,1,2.9,0.73,423998.83,208,187,0.832,2,2.5,0.26
NG-SME-09870,retail,15,high,2,691275.9,265,132,0.779,25,3.0,2.83,930230.58,242,197,0.623,48,3.3,2.33,876213.92,338,164,0.55,36,3.8,1.88,768522.9,245,203,0.807,39,3.6,3.35,1014753.74,357,205,0.727,40,3.1,1.6,988008.75,400,220,0.901,50,3.4,2.31
NG-SME-09871,food,43,high,6,687117.83,157,237,0.814,3,2.0,2.95,595304.01,138,266,0.703,4,0.9,0.08,440772.93,97,266,0.614,3,1.0,1.66,473644.48,124,164,0.508,2,0.6,1.21,538819.48,138,236,0.438,3,1.0,2.97,761071.7,149,249,0.865,3,1.2,2.89
NG-SME-09872,services,31,high,2,687309.22,116,211,0.495,22,1.7,3.54,708654.5,80,222,0.378,24,0.9,2.52,720742.31,88,230,0.507,28,1.0,4.62,650911.42,88,218,0.484,23,1.1,3.05,925456.04,104,289,0.463,38,1.0,2.17,742510.11,131,223,0.451,33,0.9,3.78
NG-SME-09873,retail,61,high,1,298432.39,126,90,0.667,13,2.7,1.68,352058.79,159,145,0.805,20,2.0,2.62,417927.55,159,113,0.72,10,4.2,2.72,486686.89,205,173,0.769,13,3.8,0.99,363478.57,177,145,0.88,17,2.6,2.34,541404.88,191,143,0.92,23,2.8,2.48
NG-SME-09874,services,24,high,10,412451.27,250,160,0.561,33,0.5,3.01,621191.46,397,174,0.388,37,1.4,4.66,495647.6,414,198,0.35,55,0.7,3.63,346128.43,235,144,0.502,21,1.6,3.23,354022.32,364,179,0.328,34,1.5,1.77,417275.26,389,119,0.341,44,0.6,3.44
NG-SME-09875,food,21,high,12,187299.54,395,179,0.756,4,1.6,1.51,145748.83,213,99,0.672,2,1.3,0.52,175799.22,291,111,0.768,3,0.5,0.7,159814.81,364,185,0.637,2,1.4,2.23,195885.07,301,178,0.615,5,1.5,2.52,151409.66,303,143,0.859,3,1.7,1.59
NG-SME-09876,transport,10,medium,2,537318.32,279,214,0.844,19,0.7,0.86,626420.15,239,228,0.939,25,0.6,1.86,623647.66,353,190,0.774,19,0.5,2.16,549761.96,257,231,0.762,17,1.3,1.13,676768.35,365,237,0.974,36,1.3,0.76,806377.81,441,241,0.822,34,0.5,1.15
NG-SME-09877,food,14,high,1,161847.79,257,66,0.738,17,2.0,0.8,180040.15,315,102,0.697,23,2.7,1.88,172345.85,332,95,0.705,22,1.4,0.63,188672.42,381,81,0.753,26,2.0,2.64,154906.39,324,82,0.629,29,1.5,3.23,196944.37,332,99,0.658,29,2.5,1.32
NG-SME-09878,retail,112,high,10,278739.63,101,63,0.74,13,1.3,1.95,332821.32,110,95,0.644,18,0.9,3.16,396775.6,108,106,0.877,19,1.6,1.56,254218.39,94,62,0.673,13,0.5,2.78,279851.12,103,66,0.681,19,1.1,3.15,269298.89,93,89,0.73,18,0.6,3.45
NG-SME-09879,services,31,high,3,463303.64,220,230,0.374,13,2.0,4.74,514116.34,250,205,0.301,19,1.8,3.61,322039.67,221,250,0.478,18,2.2,3.7,499558.88,252,218,0.655,15,3.3,3.56,430979.69,269,356,0.457,24,1.9,3.84,429411.05,189,276,0.446,15,2.5,3.08
NG-SME-09880,food,3,low,6,633388.39,442,265,0.7,21,1.4,1.73,542168.16,460,297,0.853,29,1.2,1.82,465602.48,267,176,0.805,18,2.5,2.74,455546.78,351,191,0.562,19,2.4,2.3,529113.51,362,163,0.494,17,1.9,0.43,626720.55,306,247,0.733,26,1.7,1.58
NG-SME-09881,retail,48,high,9,643992.52,64,155,0.747,14,2.8,1.74,579943.08,90,216,0.78,25,3.2,2.55,822933.88,73,255,0.703,24,2.7,2.76,852885.05,93,319,0.56,18,3.2,1.49,522009.51,59,180,0.835,18,2.3,2.47,735780.31,79,234,0.841,12,2.3,2.31
NG-SME-09882,food,21,high,9,271890.03,240,137,0.6,2,1.6,3.18,421704.5,293,171,0.59,2,2.7,1.98,401127.2,375,203,0.539,2,2.2,1.87,499578.82,300,257,0.419,4,2.8,1.21,330737.19,322,151,0.716,2,1.6,1.59,339611.28,361,146,0.406,3,2.0,0.58
NG-SME-09883,retail,85,high,3,859097.72,162,209,0.826,5,1.9,2.04,790314.99,189,193,0.662,5,0.6,2.44,797602.39,154,158,0.847,6,2.2,2.9,829983.2,179,228,0.643,2,1.5,1.14,980699.95,144,179,0.868,6,1.8,1.87,734495.62,153,199,0.894,3,1.1,1.95
NG-SME-09884,retail,19,high,8,658837.49,265,176,0.836,28,0.6,0.94,688263.61,162,155,0.791,22,1.9,2.43,549577.41,193,164,0.77,31,0.5,0.65,963626.45,278,206,0.624,23,0.9,1.78,1077458.06,318,210,0.852,23,0.8,3.41,639481.18,170,111,0.674,19,0.5,2.27
NG-SME-09885,transport,27,high,5,603444.24,176,82,0.923,6,1.0,1.45,598580.38,212,106,0.926,11,2.1,0.0,815096.95,271,80,0.962,11,2.7,0.47,577432.95,216,88,0.778,8,2.3,2.0,535645.25,180,85,0.942,9,2.3,1.85,648707.4,166,121,0.946,7,1.6,0.38
NG-SME-09886,retail,71,high,8,451143.49,233,73,0.955,16,0.6,2.43,383942.09,180,121,0.737,14,0.5,2.25,398057.37,255,134,0.657,19,1.8,2.01,460046.84,245,153,0.925,26,0.6,3.3,648276.84,300,123,0.917,30,1.3,2.24,417362.28,152,106,0.879,15,0.5,3.38
NG-SME-09887,retail,16,high,2,904150.92,229,190,0.782,4,1.8,3.59,1004156.45,148,180,0.713,4,0.9,3.23,957563.9,169,163,0.763,6,0.8,2.09,927255.97,155,160,0.922,4,2.0,3.1,1036262.32,211,215,0.714,5,2.0,2.03,1195417.62,211,247,0.673,5,1.7,3.06
NG-SME-09888,services,27,high,7,364473.64,209,262,0.542,22,3.0,4.03,325950.55,189,186,0.463,18,1.6,4.35,222280.16,157,189,0.585,13,2.2,4.25,303717.95,158,233,0.561,16,2.0,3.74,397521.41,200,224,0.469,18,2.2,2.92,400337.63,260,237,0.293,9,2.4,2.89
NG-SME-09889,retail,20,high,11,810726.06,359,231,0.827,6,0.6,2.33,881024.29,413,194,0.777,7,1.2,2.46,515017.55,196,218,0.781,3,0.7,2.72,700477.55,302,161,0.75,4,0.9,3.92,693662.69,355,180,0.737,3,1.4,1.9,708057.44,283,220,0.651,3,0.8,3.04
NG-SME-09890,retail,44,high,9,634785.46,298,45,0.729,27,3.3,1.45,651314.0,303,53,0.821,34,2.9,1.42,852020.85,403,67,0.823,33,2.2,1.78,968526.13,431,73,0.771,34,2.7,1.32,689787.57,281,36,0.674,25,3.4,1.44,634293.62,389,47,0.806,28,3.5,1.61
NG-SME-09891,retail,34,high,5,831822.86,198,66,0.877,36,2.0,1.6,954326.85,379,77,0.636,45,0.7,1.88,1184572.82,289,77,0.731,46,0.5,1.33,865707.5,281,59,0.7,27,1.1,2.94,698797.39,247,66,0.853,22,0.5,0.68,841796.38,224,81,0.897,31,0.5,3.01
NG-SME-09892,retail,22,high,1,277206.74,181,52,0.831,6,1.8,2.81,393046.38,194,66,0.657,7,1.5,2.1,417204.63,271,68,0.546,5,1.8,1.82,453390.79,220,71,0.696,6,2.6,1.64,358998.93,230,76,0.748,9,2.0,2.67,456094.14,275,66,0.779,11,2.2,2.29
NG-SME-09893,retail,47,high,4,301662.53,197,57,0.735,22,1.3,3.11,256879.32,161,44,0.508,25,0.5,1.82,347241.03,201,67,0.801,21,1.1,3.22,364963.15,205,50,0.739,19,0.5,4.08,250749.49,126,48,0.876,18,1.2,1.7,209548.73,154,34,0.929,19,1.1,0.4
NG-SME-09894,food,6,medium,1,202475.6,293,193,0.578,21,2.1,1.88,272662.61,312,186,0.705,29,2.2,1.07,289184.13,347,247,0.536,26,2.5,1.42,283856.61,339,300,0.543,33,3.4,1.69,272144.57,320,271,0.706,35,2.5,1.59,309235.23,389,321,0.722,34,2.9,1.11
NG-SME-09895,food,22,high,11,331884.72,425,70,0.654,4,1.0,1.09,369764.55,477,87,0.825,2,1.2,2.56,179857.14,300,47,0.677,2,1.7,2.1,261657.96,422,56,0.622,3,0.7,2.39,278017.6,379,68,0.684,3,1.0,1.68,225406.59,460,74,0.708,3,1.2,2.14
NG-SME-09896,retail,121,high,2,807658.88,173,159,0.87,22,3.2,1.56,942417.76,130,166,0.702,16,3.1,1.2,952424.61,115,187,0.843,16,3.2,2.52,1036853.03,125,153,0.744,15,2.6,3.53,1014343.29,199,249,0.707,20,2.1,3.72,1039809.66,146,264,0.606,18,3.0,1.63
NG-SME-09897,food,21,high,4,281689.92,184,110,0.542,35,0.6,1.94,312712.68,187,97,0.594,36,0.5,2.92,364502.19,191,141,0.702,50,0.7,1.73,371169.67,212,130,0.682,49,0.9,1.03,281972.79,186,102,0.604,27,0.5,1.66,261146.84,173,98,0.742,29,0.6,1.92
NG-SME-09898,services,32,high,9,383664.01,146,167,0.403,14,0.5,3.26,448245.45,139,159,0.433,15,0.7,2.87,439104.3,194,193,0.507,13,0.7,2.7,595515.31,230,191,0.426,25,0.5,4.11,394306.16,144,145,0.37,12,0.6,3.42,404298.57,210,166,0.52,12,1.5,3.07
NG-SME-09899,retail,41,high,8,744978.75,193,109,0.723,20,0.9,2.57,859060.85,215,135,0.888,21,0.5,2.36,851598.2,232,151,0.82,23,1.7,2.11,940307.41,246,190,0.725,24,1.4,2.19,1137392.45,310,220,0.68,30,1.1,2.14,709129.42,212,106,0.837,10,0.8,2.65
NG-SME-09900,services,58,high,7,999219.87,446,84,0.495,5,0.6,3.22,1100398.86,355,50,0.38,3,1.6,4.76,903364.51,282,41,0.346,2,1.5,3.23,822182.19,370,69,0.391,4,1.7,2.81,1033301.54,331,59,0.473,4,0.9,3.16,1248040.47,494,82,0.413,4,0.7,3.38
NG-SME-09901,food,33,high,10,359983.32,120,137,0.659,3,2.1,2.87,309326.82,222,167,0.66,2,2.3,1.11,373885.95,237,253,0.692,3,2.4,1.8,276656.31,167,134,0.685,2,1.9,1.23,378880.04,207,142,0.445,2,2.5,1.4,359052.09,219,164,0.581,2,1.4,0.58
NG-SME-09902,retail,44,high,9,321481.13,246,39,0.718,12,1.1,3.04,335042.43,260,48,0.38,21,0.8,1.56,419333.62,320,64,0.692,22,1.4,2.27,487791.98,308,68,0.766,23,1.2,2.06,319949.64,212,26,0.765,12,0.7,0.12,335238.47,233,49,0.772,12,1.0,1.8
NG-SME-09903,retail,10,medium,10,925887.06,214,48,0.751,28,0.6,1.4,1111943.81,295,52,0.883,46,0.9,2.6,1185527.5,365,54,0.766,45,1.1,1.71,800168.98,276,44,0.59,31,0.5,1.87,991846.09,301,51,0.755,38,1.7,2.4,869530.48,315,58,0.742,24,1.1,3.93
NG-SME-09904,retail,24,high,5,857210.03,321,209,0.839,3,0.8,2.84,912612.58,340,209,0.778,3,0.8,2.17,854346.64,362,261,0.784,4,1.0,2.57,727855.76,324,125,0.629,3,1.4,3.96,770057.03,209,171,0.729,2,1.8,1.64,692482.59,254,175,0.789,1,1.3,3.67
NG-SME-09905,food,15,high,11,669465.17,431,130,0.587,7,2.7,2.25,771660.95,599,165,0.692,6,1.2,2.36,536855.96,376,104,0.69,4,2.0,2.47,583485.97,467,98,0.745,7,2.0,1.24,640678.17,400,138,0.691,5,2.3,1.79,674830.48,322,135,0.661,6,2.2,0.69
NG-SME-09906,retail,30,high,10,361218.23,417,242,0.795,27,1.2,2.51,463756.52,388,229,0.854,34,1.3,1.09,543038.96,480,240,0.652,33,1.2,3.17,306909.21,352,198,0.736,29,2.5,1.29,403635.07,378,202,0.887,27,0.5,0.97,422384.78,409,208,0.771,24,1.6,3.21
NG-SME-09907,food,25,high,10,297939.53,137,177,0.858,23,1.0,1.75,313225.91,126,226,0.572,36,1.1,2.87,369247.6,147,234,0.396,41,1.3,0.84,215619.0,99,148,0.544,25,1.3,1.48,297496.38,138,173,0.642,27,0.5,2.38,316191.0,127,234,0.591,29,0.5,1.44
NG-SME-09908,food,12,high,6,323158.66,242,172,0.571,12,3.4,3.17,291894.47,217,182,0.731,16,2.3,1.48,295095.29,163,142,0.603,14,2.0,2.1,227579.04,163,168,0.656,14,2.7,2.24,241497.11,172,156,0.469,18,2.6,1.66,299530.72,234,164,0.519,26,3.6,2.64
NG-SME-09909,retail,34,high,10,316180.14,243,179,0.665,22,2.6,2.49,393733.99,370,144,0.834,34,2.1,1.95,313439.26,392,209,0.665,33,2.3,2.06,238699.53,257,120,0.566,18,1.5,1.78,283926.91,315,168,0.675,28,1.5,2.79,321024.65,355,162,0.772,31,2.2,3.57
NG-SME-09910,retail,7,medium,5,600313.8,191,146,0.57,9,1.5,3.07,702049.02,220,189,0.776,14,1.3,2.55,624371.49,209,179,0.957,9,1.6,3.54,609832.0,199,165,0.642,8,1.7,1.66,512894.29,109,166,0.8,12,2.1,1.56,663682.32,229,150,0.922,7,2.1,2.04
NG-SME-09911,retail,69,high,12,1153670.21,466,188,0.875,11,0.9,3.11,786485.45,265,88,0.754,8,0.7,3.0,880462.28,283,98,0.606,10,1.0,2.12,828162.24,305,103,0.706,11,1.5,4.15,799627.37,294,116,1.0,8,1.8,3.86,787119.58,300,105,0.913,11,0.6,2.34
NG-SME-09912,retail,22,high,2,289404.63,114,131,0.718,20,2.9,4.1,250156.26,140,156,0.748,27,2.9,2.65,249949.17,105,134,0.907,34,1.7,2.59,242352.18,120,135,0.759,26,1.6,1.98,346670.04,150,128,0.843,17,2.2,3.07,320067.77,133,147,0.772,20,2.0,3.36
NG-SME-09913,retail,48,high,10,488928.73,151,133,0.813,39,1.1,2.55,707701.65,157,129,0.685,41,2.3,2.18,616981.18,163,174,0.751,38,1.3,2.97,343986.38,149,100,0.772,15,1.1,3.42,455732.06,162,142,0.688,34,0.9,2.6,540761.89,159,159,0.606,25,0.9,2.72
NG-SME-09914,retail,80,high,2,454986.05,186,122,0.862,26,1.6,3.03,418583.59,196,148,1.0,33,0.5,3.57,505992.34,221,128,0.747,32,0.5,1.06,445056.41,201,137,0.729,32,1.0,1.56,465194.73,215,138,0.631,19,0.6,1.79,561597.18,200,127,0.767,50,1.2,2.19
NG-SME-09915,retail,23,high,12,989754.56,455,87,0.692,25,2.9,3.29,777421.96,390,68,0.725,30,2.9,2.46,861739.95,360,87,0.658,46,2.9,2.22,847627.4,336,92,0.885,53,2.9,2.24,780287.93,366,106,0.596,42,2.6,3.35,837521.42,247,84,0.658,40,3.4,1.82
NG-SME-09916,food,53,high,5,460190.01,377,111,0.67,11,2.6,0.59,430605.38,579,184,0.727,17,2.5,1.53,546186.18,419,157,0.671,18,2.0,1.4,384262.52,348,123,0.745,13,2.6,2.04,361674.08,323,119,0.726,12,2.0,2.88,402972.94,377,126,0.693,14,1.1,3.25
NG-SME-09917,food,14,high,3,199892.91,312,219,0.401,18,0.6,1.07,171903.7,337,190,0.617,18,1.9,1.98,201488.78,300,216,0.739,17,0.5,0.95,206414.59,394,226,0.723,17,1.1,2.3,223360.19,286,193,0.526,23,1.1,3.14,167068.1,251,202,0.693,21,0.7,2.44
NG-SME-09918,retail,160,high,5,908798.88,314,206,0.927,4,2.8,3.53,1099504.82,422,237,0.738,4,2.5,3.06,880947.63,328,252,0.749,4,3.4,1.67,884434.57,326,178,0.722,4,3.3,1.58,643096.38,307,225,0.744,3,2.1,1.17,887223.77,320,190,0.637,4,3.3,3.4
NG-SME-09919,services,28,high,8,298416.7,156,221,0.394,12,0.5,3.45,228130.66,150,199,0.368,8,1.2,3.32,298044.05,175,212,0.601,14,1.4,3.99,369813.65,151,263,0.434,14,2.1,3.07,445935.19,260,188,0.527,15,1.0,2.3,252178.76,140,184,0.381,9,0.9,2.73
NG-SME-09920,food,40,high,10,390769.12,237,108,0.518,29,0.9,2.33,395205.56,287,116,0.713,39,1.8,1.45,476077.75,275,179,0.619,26,1.2,2.14,330600.19,163,92,0.594,19,1.5,3.66,333469.06,155,111,0.673,21,1.9,1.78,386895.67,185,112,0.484,37,1.8,1.61
NG-SME-09921,services,14,high,6,1365909.92,488,231,0.343,16,1.8,3.94,1326815.23,469,343,0.23,18,2.2,1.9,1194179.19,381,226,0.406,15,2.9,3.7,899383.59,328,209,0.328,17,2.7,3.77,1142448.76,421,224,0.592,19,1.6,3.12,1042081.8,449,188,0.531,18,1.7,3.18
NG-SME-09922,food,72,high,11,395200.45,220,107,0.747,36,2.0,1.55,483184.53,234,131,0.677,44,2.1,1.28,300515.59,132,62,0.678,23,2.6,1.56,374198.23,220,69,0.704,28,2.1,1.65,360699.35,186,89,0.9,38,1.8,2.59,477848.28,232,114,0.543,39,2.4,2.33
NG-SME-09923,food,121,high,2,506665.49,142,283,0.696,48,0.5,2.15,549423.13,182,265,0.677,33,0.5,1.17,594696.08,208,301,0.756,44,0.9,0.22,634429.69,165,305,0.581,38,1.2,2.2,446484.76,177,332,0.485,36,0.7,1.51,585165.09,197,303,0.468,44,0.5,1.88
NG-SME-09924,transport,75,high,1,483508.24,115,172,0.947,21,0.8,3.17,464000.2,139,221,0.871,19,0.9,1.53,462944.48,123,252,0.847,23,0.5,1.24,545727.52,156,309,0.713,38,0.7,1.58,582477.62,104,189,0.869,26,0.5,0.74,641100.99,140,270,0.842,21,0.7,1.13
NG-SME-09925,retail,53,high,6,834676.02,276,207,0.759,25,2.2,2.86,883176.72,271,300,0.774,24,1.1,2.87,741917.56,193,197,0.897,17,1.1,1.55,613498.04,167,188,0.829,11,2.9,1.8,814408.12,168,202,0.534,14,2.7,0.09,898469.57,256,235,0.748,17,1.5,2.45
NG-SME-09926,services,104,high,7,570519.92,322,303,0.564,41,2.1,4.02,370240.59,286,231,0.375,22,2.3,4.4,344323.07,189,195,0.425,22,2.0,3.01,391086.65,288,247,0.377,30,3.1,3.32,464119.97,254,187,0.405,33,2.3,5.38,580061.83,413,203,0.471,31,3.2,4.46
NG-SME-09927,food,99,high,5,585827.36,329,243,0.607,14,2.3,2.25,753094.23,527,269,0.691,10,3.0,1.83,643680.37,423,280,0.522,21,2.9,1.25,585410.64,408,202,0.673,16,3.3,2.33,448234.41,263,174,0.705,15,3.0,2.56,663991.98,382,221,0.684,18,2.4,0.0
NG-SME-09928,retail,78,high,7,798436.89,259,288,0.682,26,1.1,2.73,509986.42,275,211,0.626,27,1.7,4.02,451892.19,199,145,0.874,10,1.0,2.34,628031.22,250,230,0.829,21,1.1,1.49,569137.81,281,247,0.662,23,0.5,0.06,849389.98,334,260,0.679,26,1.5,0.1
NG-SME-09929,services,37,high,9,596704.56,133,46,0.368,5,1.6,3.31,767566.34,137,53,0.406,12,1.7,2.86,879051.19,153,56,0.299,8,1.4,4.1,879078.95,149,62,0.451,10,0.7,3.55,719151.37,90,34,0.216,8,1.3,3.14,726332.55,153,51,0.34,8,0.5,3.5
NG-SME-09930,retail,23,high,9,571168.27,124,130,0.883,32,1.9,1.91,628686.16,102,169,0.886,29,1.5,3.09,629301.09,134,243,0.768,32,1.2,3.09,895921.64,211,186,0.882,41,1.2,3.04,483660.76,128,158,0.621,29,0.5,2.43,641804.17,164,181,0.791,31,1.7,3.45
NG-SME-09931,food,94,high,2,164487.89,379,61,0.653,1,0.5,1.85,172501.44,397,62,0.823,1,1.5,1.96,166687.32,420,60,0.703,2,2.3,2.38,153658.86,403,63,0.701,2,1.4,2.7,166166.99,439,68,0.471,2,0.8,1.23,191818.25,489,71,0.65,1,0.8,2.17
NG-SME-09932,food,30,high,3,599090.67,462,211,0.766,12,0.5,2.13,599314.91,315,270,0.673,16,1.2,1.26,588131.81,468,220,0.544,12,1.1,3.12,553100.41,523,267,0.724,20,1.6,1.84,638682.66,585,285,0.623,24,1.0,1.08,567674.25,382,240,0.656,16,1.5,2.18
NG-SME-09933,food,75,high,9,391321.56,292,67,0.58,1,0.5,2.25,394164.35,329,73,0.625,2,1.2,2.15,347307.94,320,75,0.602,2,2.0,1.57,646040.6,332,103,0.609,5,2.2,3.65,351283.14,243,59,0.744,2,1.6,1.2,440858.3,258,56,0.681,2,0.5,2.68
NG-SME-09934,food,23,high,2,501699.08,256,113,0.634,22,2.0,2.22,491037.34,211,95,0.78,27,1.3,1.15,520284.97,235,99,0.675,29,1.4,1.25,607785.89,233,81,0.571,28,0.5,0.31,658242.02,320,109,0.601,25,3.0,1.63,535179.03,242,123,0.643,25,1.1,1.57
NG-SME-09935,transport,22,high,1,479332.83,245,154,0.933,32,1.1,2.14,692943.45,396,144,0.874,25,1.5,0.46,794298.06,402,168,0.799,42,1.7,0.38,846512.21,435,154,0.89,42,1.3,0.0,693267.31,431,128,0.915,43,0.5,0.61,707608.43,392,181,0.831,49,1.5,1.8
NG-SME-09936,food,38,high,1,425287.46,240,112,0.755,25,1.1,1.83,529362.54,304,126,0.581,43,1.4,2.94,493955.15,371,133,0.685,32,0.9,2.67,599528.55,300,144,0.605,30,1.3,1.76,555922.82,242,118,0.591,29,0.7,0.98,583704.25,358,179,0.58,43,1.9,2.69
NG-SME-09937,retail,97,high,5,417855.81,124,94,0.695,33,0.5,2.71,445734.65,126,166,0.745,36,0.9,4.71,356551.99,148,183,0.75,43,1.3,1.96,317403.81,145,141,0.901,28,1.2,3.9,245319.86,110,120,0.889,32,1.0,3.19,369319.71,137,129,0.708,32,1.0,1.92
NG-SME-09938,services,53,high,7,1563929.06,439,239,0.42,21,2.2,2.97,994335.66,445,218,0.488,33,2.7,3.61,884482.13,326,183,0.486,27,1.8,3.66,974769.22,297,220,0.38,38,1.4,3.82,1159438.88,462,243,0.598,31,2.3,2.98,1506913.76,586,348,0.43,40,1.9,3.62
NG-SME-09939,services,19,high,12,1455701.23,112,136,0.58,52,0.7,2.97,992725.07,68,108,0.392,25,1.1,4.86,1048887.28,99,153,0.179,37,1.5,3.8,977062.51,100,96,0.531,28,0.5,3.73,1251957.85,96,123,0.471,30,0.7,3.29,1275352.53,76,138,0.518,21,0.5,4.74
NG-SME-09940,retail,24,high,4,520747.8,239,70,0.74,39,2.4,2.37,491531.15,249,78,0.943,34,2.3,2.75,598257.01,299,87,0.644,31,2.6,2.3,657513.21,289,97,0.834,40,2.5,2.37,500806.99,242,62,0.733,43,2.4,2.74,392796.03,199,54,0.718,25,3.2,3.31
NG-SME-09941,transport,33,high,9,355472.62,126,85,0.851,4,1.4,1.26,469080.45,152,96,0.967,4,1.6,0.0,413218.35,212,83,0.735,3,0.6,2.0,516338.22,212,129,0.656,4,1.7,0.96,334466.87,122,63,0.915,3,0.6,1.77,400732.56,125,87,0.684,4,0.7,0.55
NG-SME-09942,retail,10,medium,3,880347.92,155,119,0.698,11,0.7,0.56,919552.38,208,155,0.742,13,0.5,3.22,878490.8,163,136,0.874,12,0.7,2.77,889117.41,155,158,0.74,10,1.1,2.34,956439.81,225,133,0.801,9,1.8,2.59,626506.9,164,131,0.81,10,0.7,1.63
NG-SME-09943,retail,43,high,9,522439.21,234,44,0.615,21,0.6,0.85,441443.46,269,46,0.599,26,1.8,2.13,453867.71,350,58,0.745,22,0.5,0.84,655187.87,364,62,0.734,33,0.5,2.82,454659.78,212,46,0.745,11,0.8,2.78,441696.84,214,47,0.846,16,0.5,3.01
NG-SME-09944,services,64,high,9,912155.23,60,71,0.445,11,0.8,3.7,876836.37,64,66,0.523,14,0.5,3.12,1141963.93,83,89,0.456,16,1.1,3.47,1293809.65,138,111,0.457,23,1.2,2.71,926864.51,73,64,0.437,13,1.5,4.08,1197083.78,75,81,0.69,17,0.6,2.27
NG-SME-09945,retail,119,high,5,1092927.27,119,178,0.769,3,2.3,2.4,992173.26,143,170,0.757,3,0.7,3.64,1154530.72,165,215,0.582,3,0.8,1.58,900108.65,127,151,0.574,3,0.5,3.52,659980.14,130,128,0.724,1,0.6,3.5,945808.75,139,164,0.715,3,0.9,2.03
NG-SME-09946,food,79,high,2,190415.33,208,150,0.533,13,0.9,2.86,240712.52,250,132,0.56,9,1.6,3.35,246348.21,247,134,0.475,14,1.5,2.38,201497.04,285,157,0.452,12,0.9,1.83,257478.75,265,141,0.653,12,1.9,1.18,257040.86,297,182,0.721,17,1.1,0.71
NG-SME-09947,retail,61,high,8,330457.89,186,51,0.737,35,1.5,1.22,312676.35,192,45,0.636,34,1.5,2.18,278610.15,188,60,0.806,52,1.0,1.81,396853.28,206,59,0.83,35,0.5,2.51,404932.51,290,71,0.821,47,0.8,1.63,295191.42,181,46,0.664,23,0.9,2.9
NG-SME-09948,retail,12,high,10,680535.03,277,308,0.837,12,1.3,3.03,758859.94,280,324,0.555,9,1.7,2.95,813541.75,341,278,0.576,11,2.1,4.34,527483.17,231,218,0.866,7,1.6,3.35,547088.36,254,270,0.847,10,1.6,3.3,666677.55,324,268,0.638,10,3.1,2.22
NG-SME-09949,retail,26,high,11,1054286.65,387,244,0.851,39,1.3,2.2,877889.54,392,265,0.757,45,2.8,2.0,680198.33,239,180,0.786,37,3.1,2.41,691066.13,275,186,0.756,41,4.1,2.81,906803.08,277,209,0.622,54,4.2,2.35,914112.3,320,170,0.679,38,2.9,4.3
NG-SME-09950,services,22,high,12,764134.77,288,218,0.58,16,0.5,2.97,465534.19,213,107,0.673,9,1.8,3.74,516040.57,193,154,0.206,11,0.8,3.28,469605.11,221,126,0.466,14,0.5,1.77,417618.87,247,182,0.34,15,0.6,2.69,594129.91,224,171,0.204,18,1.5,3.02
NG-SME-09951,services,73,high,9,767285.34,120,43,0.531,3,1.2,3.59,942223.95,162,47,0.446,4,0.8,2.61,1098335.41,190,71,0.512,5,0.6,2.6,1236294.36,201,69,0.285,8,0.7,3.37,713472.76,127,39,0.283,4,0.5,3.41,934270.12,140,55,0.496,3,0.8,3.48
